,Topic 1,,,Topic 2,,,Topic 3,,,topic 4,,,topic 5,,,Topic 6,,,Topic 7,,,Topic 8,,,topic 9,,,Topic 10,,,Topic 11,,,Topic 12,,,Topic 13,,,Topic 14,,,Topic 15,,,Topic 16,,,Topic 17,,,Topic 18,,,Topic 19,,,Topic 20,,,Topic 21,,,Topic 22,,,Topic 23,,,Topic 24,,,Topic 25,,,Topic 26,,,Topic 27,,,Topic 28,,,Topic 29,,,topic 30,,,Topic 31,,,Topic 32,,,Topic 33,,,Topic 34,,,Topic 35,,,Topic 36,,,Topic 37,,,Topic 38,,,Topic 39,,,topic 40,,
,Economic Forecast,,,Company performance,,,Policy,,,global critical thinking,,,Council projects,,,FTSE,,,Politics/MPs,,,Preferences?,,,Investment,,,Fiscal Policy,,,Scottish Independence,,,Companies,,,Scottish business,,,M&A (Merge and Acquisitions),,,Stock Numbers,,,Employment,,,Art,,,Oil,,,Banking,,,Conflict,,,Brexit,,,Real Estate,,,Currency crisis,,,RAF base,,,Energy,,,Education,,,Football,,,Family,,,Farming,,,Transport,,,Retails,,,Leisure,,,Fishing industry,,,Inmigration,,,Tourism,,,Internet links,,,Whisky industry,,,Europe,,,Advertisement,,,unknown,,
Date,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion,Article count,Total News,Proportion
Sep-06,9,9440,0.00095339,4,9440,0.000423729,3,9440,0.000317797,2,9440,0.000211864,2,9440,0.000211864,2,9440,0.000211864,7,9440,0.000741525,1,9440,0.000105932,3,9440,0.000317797,2,9440,0.000211864,0,9440,0,0,9440,0,0,9440,0,4,9440,0.000423729,0,9440,0,4,9440,0.000423729,0,9440,0,2,9440,0.000211864,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,1,9440,0.000105932,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0,0,9440,0
Oct-06,5,10749,0.00046516,1,10749,9.30319E-05,2,10749,0.000186064,1,10749,9.30319E-05,3,10749,0.000279096,0,10749,0,1,10749,9.30319E-05,0,10749,0,2,10749,0.000186064,4,10749,0.000372128,0,10749,0,2,10749,0.000186064,0,10749,0,0,10749,0,0,10749,0,0,10749,0,1,10749,9.30319E-05,1,10749,9.30319E-05,0,10749,0,1,10749,9.30319E-05,0,10749,0,0,10749,0,0,10749,0,2,10749,0.000186064,1,10749,9.30319E-05,0,10749,0,1,10749,9.30319E-05,0,10749,0,2,10749,0.000186064,0,10749,0,0,10749,0,0,10749,0,0,10749,0,0,10749,0,0,10749,0,0,10749,0,0,10749,0,0,10749,0,0,10749,0,0,10749,0
Nov-06,2,8087,0.00024731,2,8087,0.00024731,5,8087,0.000618276,0,8087,0,8,8087,0.000989242,0,8087,0,9,8087,0.001112897,1,8087,0.000123655,1,8087,0.000123655,1,8087,0.000123655,0,8087,0,0,8087,0,0,8087,0,6,8087,0.000741931,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,1,8087,0.000123655,1,8087,0.000123655,0,8087,0,0,8087,0,0,8087,0,2,8087,0.00024731,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0,0,8087,0
Dec-06,3,7500,0.0004,2,7500,0.000266667,3,7500,0.0004,2,7500,0.000266667,8,7500,0.001066667,3,7500,0.0004,1,7500,0.000133333,0,7500,0,0,7500,0,4,7500,0.000533333,2,7500,0.000266667,2,7500,0.000266667,0,7500,0,0,7500,0,0,7500,0,2,7500,0.000266667,0,7500,0,2,7500,0.000266667,1,7500,0.000133333,0,7500,0,0,7500,0,1,7500,0.000133333,0,7500,0,0,7500,0,1,7500,0.000133333,0,7500,0,0,7500,0,0,7500,0,1,7500,0.000133333,1,7500,0.000133333,0,7500,0,0,7500,0,0,7500,0,0,7500,0,0,7500,0,0,7500,0,0,7500,0,0,7500,0,0,7500,0,0,7500,0
Jan-07,7,7959,0.000879507,7,7959,0.000879507,4,7959,0.000502576,3,7959,0.000376932,5,7959,0.00062822,2,7959,0.000251288,1,7959,0.000125644,0,7959,0,0,7959,0,0,7959,0,3,7959,0.000376932,0,7959,0,2,7959,0.000251288,0,7959,0,0,7959,0,1,7959,0.000125644,0,7959,0,1,7959,0.000125644,0,7959,0,0,7959,0,1,7959,0.000125644,1,7959,0.000125644,0,7959,0,0,7959,0,1,7959,0.000125644,0,7959,0,1,7959,0.000125644,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0,0,7959,0
Feb-07,13,9299,0.001398,3,9299,0.000322615,3,9299,0.000322615,2,9299,0.000215077,6,9299,0.000645231,1,9299,0.000107538,2,9299,0.000215077,0,9299,0,0,9299,0,2,9299,0.000215077,0,9299,0,0,9299,0,2,9299,0.000215077,2,9299,0.000215077,0,9299,0,6,9299,0.000645231,2,9299,0.000215077,4,9299,0.000430154,0,9299,0,0,9299,0,0,9299,0,0,9299,0,0,9299,0,0,9299,0,1,9299,0.000107538,2,9299,0.000215077,1,9299,0.000107538,0,9299,0,0,9299,0,0,9299,0,0,9299,0,0,9299,0,1,9299,0.000107538,0,9299,0,0,9299,0,0,9299,0,1,9299,0.000107538,0,9299,0,0,9299,0,0,9299,0
Mar-07,7,8965,0.000780814,2,8965,0.00022309,0,8965,0,4,8965,0.00044618,3,8965,0.000334635,4,8965,0.00044618,1,8965,0.000111545,1,8965,0.000111545,2,8965,0.00022309,2,8965,0.00022309,1,8965,0.000111545,3,8965,0.000334635,0,8965,0,0,8965,0,0,8965,0,3,8965,0.000334635,0,8965,0,1,8965,0.000111545,0,8965,0,1,8965,0.000111545,0,8965,0,1,8965,0.000111545,0,8965,0,1,8965,0.000111545,0,8965,0,1,8965,0.000111545,0,8965,0,0,8965,0,1,8965,0.000111545,0,8965,0,0,8965,0,0,8965,0,0,8965,0,0,8965,0,1,8965,0.000111545,0,8965,0,0,8965,0,0,8965,0,0,8965,0,0,8965,0
Apr-07,6,9172,0.000654165,1,9172,0.000109027,4,9172,0.00043611,0,9172,0,1,9172,0.000109027,2,9172,0.000218055,14,9172,0.001526385,0,9172,0,2,9172,0.000218055,1,9172,0.000109027,5,9172,0.000545137,0,9172,0,2,9172,0.000218055,0,9172,0,0,9172,0,1,9172,0.000109027,1,9172,0.000109027,0,9172,0,0,9172,0,0,9172,0,0,9172,0,1,9172,0.000109027,0,9172,0,2,9172,0.000218055,1,9172,0.000109027,1,9172,0.000109027,0,9172,0,0,9172,0,3,9172,0.000327082,0,9172,0,0,9172,0,0,9172,0,0,9172,0,0,9172,0,0,9172,0,0,9172,0,0,9172,0,0,9172,0,0,9172,0,0,9172,0
May-07,8,9016,0.000887311,4,9016,0.000443656,5,9016,0.00055457,3,9016,0.000332742,0,9016,0,3,9016,0.000332742,6,9016,0.000665484,0,9016,0,1,9016,0.000110914,1,9016,0.000110914,0,9016,0,0,9016,0,1,9016,0.000110914,1,9016,0.000110914,0,9016,0,0,9016,0,1,9016,0.000110914,0,9016,0,0,9016,0,0,9016,0,0,9016,0,1,9016,0.000110914,0,9016,0,0,9016,0,1,9016,0.000110914,0,9016,0,2,9016,0.000221828,0,9016,0,4,9016,0.000443656,0,9016,0,0,9016,0,0,9016,0,0,9016,0,0,9016,0,0,9016,0,0,9016,0,0,9016,0,0,9016,0,0,9016,0,0,9016,0
Jun-07,0,7656,0,1,7656,0.000130617,1,7656,0.000130617,1,7656,0.000130617,5,7656,0.000653083,1,7656,0.000130617,0,7656,0,0,7656,0,1,7656,0.000130617,2,7656,0.000261233,0,7656,0,0,7656,0,2,7656,0.000261233,1,7656,0.000130617,0,7656,0,0,7656,0,0,7656,0,1,7656,0.000130617,0,7656,0,2,7656,0.000261233,0,7656,0,0,7656,0,0,7656,0,0,7656,0,2,7656,0.000261233,0,7656,0,1,7656,0.000130617,0,7656,0,1,7656,0.000130617,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0,0,7656,0
Jul-07,4,7579,0.000527774,4,7579,0.000527774,3,7579,0.000395831,0,7579,0,0,7579,0,1,7579,0.000131944,1,7579,0.000131944,0,7579,0,2,7579,0.000263887,4,7579,0.000527774,0,7579,0,2,7579,0.000263887,1,7579,0.000131944,1,7579,0.000131944,0,7579,0,0,7579,0,0,7579,0,1,7579,0.000131944,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0,1,7579,0.000131944,0,7579,0,0,7579,0,0,7579,0,1,7579,0.000131944,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0,0,7579,0
Aug-07,11,8463,0.001299775,5,8463,0.000590807,1,8463,0.000118161,3,8463,0.000354484,2,8463,0.000236323,5,8463,0.000590807,5,8463,0.000590807,0,8463,0,17,8463,0.002008744,0,8463,0,1,8463,0.000118161,0,8463,0,0,8463,0,1,8463,0.000118161,0,8463,0,0,8463,0,0,8463,0,0,8463,0,5,8463,0.000590807,0,8463,0,0,8463,0,0,8463,0,0,8463,0,0,8463,0,1,8463,0.000118161,0,8463,0,0,8463,0,0,8463,0,2,8463,0.000236323,0,8463,0,0,8463,0,0,8463,0,0,8463,0,0,8463,0,0,8463,0,0,8463,0,0,8463,0,0,8463,0,0,8463,0,0,8463,0
Sep-07,13,7718,0.001684374,13,7718,0.001684374,1,7718,0.000129567,5,7718,0.000647836,0,7718,0,5,7718,0.000647836,6,7718,0.000777403,0,7718,0,3,7718,0.000388702,0,7718,0,1,7718,0.000129567,2,7718,0.000259134,0,7718,0,3,7718,0.000388702,0,7718,0,0,7718,0,1,7718,0.000129567,3,7718,0.000388702,5,7718,0.000647836,0,7718,0,1,7718,0.000129567,0,7718,0,0,7718,0,0,7718,0,3,7718,0.000388702,1,7718,0.000129567,0,7718,0,0,7718,0,2,7718,0.000259134,0,7718,0,0,7718,0,0,7718,0,2,7718,0.000259134,0,7718,0,0,7718,0,0,7718,0,0,7718,0,0,7718,0,0,7718,0,0,7718,0
Oct-07,13,7946,0.001636043,5,7946,0.000629247,0,7946,0,2,7946,0.000251699,3,7946,0.000377548,8,7946,0.001006796,0,7946,0,0,7946,0,2,7946,0.000251699,3,7946,0.000377548,0,7946,0,0,7946,0,0,7946,0,1,7946,0.000125849,0,7946,0,4,7946,0.000503398,0,7946,0,3,7946,0.000377548,3,7946,0.000377548,1,7946,0.000125849,0,7946,0,2,7946,0.000251699,1,7946,0.000125849,0,7946,0,0,7946,0,0,7946,0,0,7946,0,0,7946,0,1,7946,0.000125849,0,7946,0,0,7946,0,0,7946,0,0,7946,0,0,7946,0,0,7946,0,0,7946,0,0,7946,0,0,7946,0,0,7946,0,0,7946,0
Nov-07,18,8162,0.002205342,9,8162,0.001102671,2,8162,0.000245038,4,8162,0.000490076,1,8162,0.000122519,5,8162,0.000612595,3,8162,0.000367557,1,8162,0.000122519,3,8162,0.000367557,0,8162,0,1,8162,0.000122519,2,8162,0.000245038,2,8162,0.000245038,1,8162,0.000122519,0,8162,0,0,8162,0,1,8162,0.000122519,2,8162,0.000245038,8,8162,0.000980152,0,8162,0,0,8162,0,2,8162,0.000245038,1,8162,0.000122519,1,8162,0.000122519,0,8162,0,0,8162,0,0,8162,0,0,8162,0,1,8162,0.000122519,0,8162,0,0,8162,0,0,8162,0,1,8162,0.000122519,0,8162,0,0,8162,0,0,8162,0,0,8162,0,0,8162,0,0,8162,0,0,8162,0
Dec-07,12,7817,0.001535116,3,7817,0.000383779,1,7817,0.000127926,1,7817,0.000127926,0,7817,0,2,7817,0.000255853,2,7817,0.000255853,1,7817,0.000127926,3,7817,0.000383779,2,7817,0.000255853,2,7817,0.000255853,2,7817,0.000255853,2,7817,0.000255853,3,7817,0.000383779,0,7817,0,0,7817,0,2,7817,0.000255853,1,7817,0.000127926,7,7817,0.000895484,2,7817,0.000255853,0,7817,0,3,7817,0.000383779,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0,1,7817,0.000127926,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0,0,7817,0
Jan-08,18,8361,0.002152853,9,8361,0.001076426,2,8361,0.000239206,7,8361,0.00083722,7,8361,0.00083722,5,8361,0.000598015,2,8361,0.000239206,1,8361,0.000119603,5,8361,0.000598015,2,8361,0.000239206,0,8361,0,3,8361,0.000358809,1,8361,0.000119603,2,8361,0.000239206,0,8361,0,0,8361,0,0,8361,0,1,8361,0.000119603,3,8361,0.000358809,0,8361,0,0,8361,0,2,8361,0.000239206,0,8361,0,2,8361,0.000239206,1,8361,0.000119603,1,8361,0.000119603,1,8361,0.000119603,0,8361,0,2,8361,0.000239206,1,8361,0.000119603,0,8361,0,0,8361,0,0,8361,0,0,8361,0,0,8361,0,0,8361,0,0,8361,0,0,8361,0,0,8361,0,0,8361,0
Feb-08,18,8129,0.002214295,10,8129,0.001230164,6,8129,0.000738098,3,8129,0.000369049,5,8129,0.000615082,2,8129,0.000246033,0,8129,0,2,8129,0.000246033,5,8129,0.000615082,2,8129,0.000246033,0,8129,0,5,8129,0.000615082,1,8129,0.000123016,2,8129,0.000246033,0,8129,0,0,8129,0,1,8129,0.000123016,1,8129,0.000123016,8,8129,0.000984131,0,8129,0,0,8129,0,4,8129,0.000492065,0,8129,0,0,8129,0,1,8129,0.000123016,0,8129,0,2,8129,0.000246033,0,8129,0,0,8129,0,1,8129,0.000123016,0,8129,0,0,8129,0,0,8129,0,0,8129,0,0,8129,0,0,8129,0,0,8129,0,0,8129,0,0,8129,0,0,8129,0
Mar-08,5,8791,0.000568764,13,8791,0.001478785,2,8791,0.000227505,2,8791,0.000227505,6,8791,0.000682516,6,8791,0.000682516,6,8791,0.000682516,0,8791,0,5,8791,0.000568764,9,8791,0.001023774,1,8791,0.000113753,0,8791,0,2,8791,0.000227505,1,8791,0.000113753,0,8791,0,0,8791,0,2,8791,0.000227505,2,8791,0.000227505,4,8791,0.000455011,0,8791,0,0,8791,0,1,8791,0.000113753,1,8791,0.000113753,2,8791,0.000227505,0,8791,0,1,8791,0.000113753,2,8791,0.000227505,0,8791,0,1,8791,0.000113753,0,8791,0,0,8791,0,0,8791,0,0,8791,0,0,8791,0,0,8791,0,0,8791,0,0,8791,0,0,8791,0,0,8791,0,0,8791,0
Apr-08,8,8951,0.000893755,9,8951,0.001005474,2,8951,0.000223439,6,8951,0.000670316,7,8951,0.000782036,5,8951,0.000558597,3,8951,0.000335158,1,8951,0.000111719,1,8951,0.000111719,3,8951,0.000335158,0,8951,0,1,8951,0.000111719,0,8951,0,2,8951,0.000223439,0,8951,0,5,8951,0.000558597,0,8951,0,1,8951,0.000111719,4,8951,0.000446877,1,8951,0.000111719,0,8951,0,5,8951,0.000558597,0,8951,0,0,8951,0,1,8951,0.000111719,0,8951,0,1,8951,0.000111719,0,8951,0,1,8951,0.000111719,2,8951,0.000223439,0,8951,0,0,8951,0,4,8951,0.000446877,0,8951,0,0,8951,0,0,8951,0,0,8951,0,0,8951,0,0,8951,0,0,8951,0
May-08,4,9368,0.000426985,9,9368,0.000960717,3,9368,0.000320239,2,9368,0.000213493,6,9368,0.000640478,4,9368,0.000426985,10,9368,0.001067464,2,9368,0.000213493,1,9368,0.000106746,2,9368,0.000213493,1,9368,0.000106746,1,9368,0.000106746,4,9368,0.000426985,2,9368,0.000213493,0,9368,0,0,9368,0,0,9368,0,1,9368,0.000106746,2,9368,0.000213493,0,9368,0,0,9368,0,4,9368,0.000426985,0,9368,0,1,9368,0.000106746,1,9368,0.000106746,0,9368,0,1,9368,0.000106746,0,9368,0,2,9368,0.000213493,1,9368,0.000106746,0,9368,0,0,9368,0,1,9368,0.000106746,0,9368,0,0,9368,0,0,9368,0,0,9368,0,0,9368,0,0,9368,0,0,9368,0
Jun-08,18,8328,0.002161383,3,8328,0.000360231,2,8328,0.000240154,3,8328,0.000360231,3,8328,0.000360231,1,8328,0.000120077,2,8328,0.000240154,2,8328,0.000240154,4,8328,0.000480307,3,8328,0.000360231,0,8328,0,4,8328,0.000480307,4,8328,0.000480307,2,8328,0.000240154,0,8328,0,0,8328,0,3,8328,0.000360231,1,8328,0.000120077,1,8328,0.000120077,0,8328,0,1,8328,0.000120077,3,8328,0.000360231,0,8328,0,0,8328,0,2,8328,0.000240154,1,8328,0.000120077,0,8328,0,0,8328,0,0,8328,0,3,8328,0.000360231,0,8328,0,0,8328,0,4,8328,0.000480307,0,8328,0,0,8328,0,0,8328,0,0,8328,0,0,8328,0,0,8328,0,0,8328,0
Jul-08,7,8857,0.000790335,11,8857,0.001241956,4,8857,0.00045162,5,8857,0.000564525,4,8857,0.00045162,4,8857,0.00045162,4,8857,0.00045162,2,8857,0.00022581,4,8857,0.00045162,3,8857,0.000338715,0,8857,0,3,8857,0.000338715,2,8857,0.00022581,4,8857,0.00045162,0,8857,0,0,8857,0,1,8857,0.000112905,4,8857,0.00045162,2,8857,0.00022581,1,8857,0.000112905,0,8857,0,6,8857,0.00067743,0,8857,0,0,8857,0,1,8857,0.000112905,1,8857,0.000112905,0,8857,0,0,8857,0,1,8857,0.000112905,2,8857,0.00022581,1,8857,0.000112905,0,8857,0,0,8857,0,0,8857,0,0,8857,0,0,8857,0,0,8857,0,0,8857,0,0,8857,0,0,8857,0
Aug-08,5,9130,0.000547645,13,9130,0.001423877,1,9130,0.000109529,2,9130,0.000219058,5,9130,0.000547645,0,9130,0,1,9130,0.000109529,1,9130,0.000109529,4,9130,0.000438116,1,9130,0.000109529,0,9130,0,2,9130,0.000219058,0,9130,0,2,9130,0.000219058,0,9130,0,4,9130,0.000438116,1,9130,0.000109529,3,9130,0.000328587,0,9130,0,0,9130,0,0,9130,0,3,9130,0.000328587,0,9130,0,0,9130,0,3,9130,0.000328587,0,9130,0,2,9130,0.000219058,0,9130,0,2,9130,0.000219058,2,9130,0.000219058,0,9130,0,0,9130,0,0,9130,0,0,9130,0,3,9130,0.000328587,0,9130,0,0,9130,0,0,9130,0,0,9130,0,0,9130,0
Sep-08,11,8473,0.001298241,13,8473,0.001534285,4,8473,0.000472088,7,8473,0.000826154,6,8473,0.000708132,5,8473,0.00059011,5,8473,0.00059011,4,8473,0.000472088,2,8473,0.000236044,3,8473,0.000354066,1,8473,0.000118022,7,8473,0.000826154,4,8473,0.000472088,0,8473,0,0,8473,0,4,8473,0.000472088,1,8473,0.000118022,0,8473,0,15,8473,0.001770329,0,8473,0,0,8473,0,6,8473,0.000708132,0,8473,0,0,8473,0,0,8473,0,0,8473,0,1,8473,0.000118022,0,8473,0,1,8473,0.000118022,2,8473,0.000236044,0,8473,0,0,8473,0,0,8473,0,0,8473,0,2,8473,0.000236044,0,8473,0,0,8473,0,0,8473,0,0,8473,0,0,8473,0
Oct-08,9,7649,0.001176624,22,7649,0.002876193,4,7649,0.000522944,5,7649,0.00065368,17,7649,0.002222513,6,7649,0.000784416,6,7649,0.000784416,5,7649,0.00065368,3,7649,0.000392208,3,7649,0.000392208,1,7649,0.000130736,5,7649,0.00065368,2,7649,0.000261472,2,7649,0.000261472,0,7649,0,3,7649,0.000392208,2,7649,0.000261472,4,7649,0.000522944,21,7649,0.002745457,0,7649,0,0,7649,0,4,7649,0.000522944,0,7649,0,0,7649,0,0,7649,0,0,7649,0,0,7649,0,0,7649,0,1,7649,0.000130736,1,7649,0.000130736,0,7649,0,0,7649,0,0,7649,0,0,7649,0,1,7649,0.000130736,0,7649,0,0,7649,0,0,7649,0,0,7649,0,0,7649,0
Nov-08,9,9518,0.000945577,16,9518,0.001681025,2,9518,0.000210128,0,9518,0,8,9518,0.000840513,5,9518,0.00052532,3,9518,0.000315192,3,9518,0.000315192,2,9518,0.000210128,5,9518,0.00052532,0,9518,0,4,9518,0.000420256,1,9518,0.000105064,10,9518,0.001050641,0,9518,0,10,9518,0.001050641,1,9518,0.000105064,4,9518,0.000420256,6,9518,0.000630385,0,9518,0,0,9518,0,5,9518,0.00052532,1,9518,0.000105064,4,9518,0.000420256,1,9518,0.000105064,1,9518,0.000105064,0,9518,0,1,9518,0.000105064,1,9518,0.000105064,2,9518,0.000210128,1,9518,0.000105064,0,9518,0,2,9518,0.000210128,0,9518,0,0,9518,0,0,9518,0,0,9518,0,1,9518,0.000105064,0,9518,0,0,9518,0
Dec-08,11,7848,0.001401631,14,7848,0.001783894,6,7848,0.000764526,8,7848,0.001019368,13,7848,0.001656473,2,7848,0.000254842,2,7848,0.000254842,4,7848,0.000509684,3,7848,0.000382263,4,7848,0.000509684,0,7848,0,1,7848,0.000127421,1,7848,0.000127421,3,7848,0.000382263,0,7848,0,2,7848,0.000254842,3,7848,0.000382263,5,7848,0.000637105,3,7848,0.000382263,2,7848,0.000254842,0,7848,0,0,7848,0,1,7848,0.000127421,4,7848,0.000509684,3,7848,0.000382263,0,7848,0,5,7848,0.000637105,0,7848,0,2,7848,0.000254842,1,7848,0.000127421,0,7848,0,0,7848,0,0,7848,0,0,7848,0,1,7848,0.000127421,0,7848,0,0,7848,0,0,7848,0,0,7848,0,0,7848,0
Jan-09,10,8334,0.001199904,9,8334,0.001079914,9,8334,0.001079914,5,8334,0.000599952,6,8334,0.000719942,4,8334,0.000479962,8,8334,0.000959923,2,8334,0.000239981,3,8334,0.000359971,3,8334,0.000359971,0,8334,0,6,8334,0.000719942,3,8334,0.000359971,3,8334,0.000359971,0,8334,0,11,8334,0.001319894,8,8334,0.000959923,3,8334,0.000359971,17,8334,0.002039837,1,8334,0.00011999,0,8334,0,6,8334,0.000719942,1,8334,0.00011999,1,8334,0.00011999,3,8334,0.000359971,1,8334,0.00011999,3,8334,0.000359971,0,8334,0,1,8334,0.00011999,1,8334,0.00011999,0,8334,0,0,8334,0,0,8334,0,0,8334,0,0,8334,0,0,8334,0,0,8334,0,0,8334,0,0,8334,0,0,8334,0
Feb-09,14,7932,0.001765003,9,7932,0.001134644,9,7932,0.001134644,9,7932,0.001134644,17,7932,0.002143217,2,7932,0.000252143,1,7932,0.000126072,3,7932,0.000378215,5,7932,0.000630358,4,7932,0.000504286,0,7932,0,14,7932,0.001765003,1,7932,0.000126072,4,7932,0.000504286,0,7932,0,7,7932,0.000882501,4,7932,0.000504286,6,7932,0.00075643,3,7932,0.000378215,1,7932,0.000126072,0,7932,0,3,7932,0.000378215,0,7932,0,2,7932,0.000252143,2,7932,0.000252143,3,7932,0.000378215,3,7932,0.000378215,0,7932,0,1,7932,0.000126072,0,7932,0,0,7932,0,0,7932,0,0,7932,0,0,7932,0,1,7932,0.000126072,0,7932,0,0,7932,0,0,7932,0,0,7932,0,0,7932,0
Mar-09,15,8475,0.001769912,17,8475,0.0020059,5,8475,0.000589971,3,8475,0.000353982,8,8475,0.000943953,0,8475,0,1,8475,0.000117994,4,8475,0.000471976,3,8475,0.000353982,0,8475,0,1,8475,0.000117994,2,8475,0.000235988,1,8475,0.000117994,5,8475,0.000589971,0,8475,0,7,8475,0.000825959,4,8475,0.000471976,5,8475,0.000589971,1,8475,0.000117994,0,8475,0,0,8475,0,1,8475,0.000117994,0,8475,0,0,8475,0,2,8475,0.000235988,1,8475,0.000117994,4,8475,0.000471976,0,8475,0,4,8475,0.000471976,2,8475,0.000235988,0,8475,0,0,8475,0,3,8475,0.000353982,0,8475,0,0,8475,0,0,8475,0,0,8475,0,0,8475,0,0,8475,0,0,8475,0
Apr-09,5,5604,0.00089222,4,5604,0.000713776,2,5604,0.000356888,2,5604,0.000356888,7,5604,0.001249108,0,5604,0,0,5604,0,1,5604,0.000178444,0,5604,0,1,5604,0.000178444,0,5604,0,1,5604,0.000178444,1,5604,0.000178444,1,5604,0.000178444,0,5604,0,1,5604,0.000178444,0,5604,0,0,5604,0,1,5604,0.000178444,1,5604,0.000178444,0,5604,0,3,5604,0.000535332,0,5604,0,0,5604,0,1,5604,0.000178444,0,5604,0,2,5604,0.000356888,0,5604,0,1,5604,0.000178444,0,5604,0,0,5604,0,0,5604,0,2,5604,0.000356888,0,5604,0,0,5604,0,0,5604,0,0,5604,0,0,5604,0,0,5604,0,0,5604,0
May-09,14,8263,0.0016943,26,8263,0.003146557,1,8263,0.000121021,1,8263,0.000121021,3,8263,0.000363064,1,8263,0.000121021,0,8263,0,0,8263,0,4,8263,0.000484086,2,8263,0.000242043,0,8263,0,1,8263,0.000121021,1,8263,0.000121021,1,8263,0.000121021,0,8263,0,6,8263,0.000726129,2,8263,0.000242043,1,8263,0.000121021,1,8263,0.000121021,0,8263,0,0,8263,0,5,8263,0.000605107,0,8263,0,1,8263,0.000121021,4,8263,0.000484086,2,8263,0.000242043,3,8263,0.000363064,0,8263,0,1,8263,0.000121021,0,8263,0,0,8263,0,0,8263,0,1,8263,0.000121021,0,8263,0,1,8263,0.000121021,0,8263,0,0,8263,0,0,8263,0,0,8263,0,0,8263,0
Jun-09,16,9606,0.001665626,16,9606,0.001665626,2,9606,0.000208203,2,9606,0.000208203,10,9606,0.001041016,4,9606,0.000416406,4,9606,0.000416406,1,9606,0.000104102,2,9606,0.000208203,1,9606,0.000104102,0,9606,0,8,9606,0.000832813,1,9606,0.000104102,1,9606,0.000104102,0,9606,0,5,9606,0.000520508,2,9606,0.000208203,4,9606,0.000416406,3,9606,0.000312305,1,9606,0.000104102,0,9606,0,1,9606,0.000104102,0,9606,0,2,9606,0.000208203,1,9606,0.000104102,0,9606,0,5,9606,0.000520508,0,9606,0,2,9606,0.000208203,0,9606,0,0,9606,0,0,9606,0,0,9606,0,0,9606,0,2,9606,0.000208203,0,9606,0,0,9606,0,0,9606,0,0,9606,0,0,9606,0
Jul-09,12,10224,0.001173709,23,10224,0.002249609,3,10224,0.000293427,3,10224,0.000293427,10,10224,0.000978091,3,10224,0.000293427,0,10224,0,1,10224,9.78091E-05,1,10224,9.78091E-05,0,10224,0,0,10224,0,2,10224,0.000195618,0,10224,0,4,10224,0.000391236,0,10224,0,5,10224,0.000489045,2,10224,0.000195618,2,10224,0.000195618,4,10224,0.000391236,0,10224,0,1,10224,9.78091E-05,2,10224,0.000195618,0,10224,0,1,10224,9.78091E-05,3,10224,0.000293427,2,10224,0.000195618,0,10224,0,0,10224,0,1,10224,9.78091E-05,1,10224,9.78091E-05,0,10224,0,0,10224,0,0,10224,0,0,10224,0,0,10224,0,0,10224,0,0,10224,0,0,10224,0,0,10224,0,0,10224,0
